Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,processed_text,processed_text_no_lexnorm
usir budha indonesia jika mereka diam melihat pembantaian ini. URL,1,0,0,1,1,0,0,0,0,0,0,1,usir budha indonesia diam bantai url,usir budha indonesia diam bantai url
Bagaimana keluarga presiden Indonesia?; ; Jawaban: Semua keluarganya punya prioritas dan kisahnya masing-masing. ð???,0,0,0,0,0,0,0,0,0,0,0,0,keluarga presiden indonesia keluarga prioritas kisah,keluarga presiden indonesia keluarga prioritas kisah
"USER USER USER USER USER USER 3 kali nyapres, 3 kali gagal... apa ga tolol tuh namanya?'",1,1,1,0,0,0,0,0,1,1,0,0,user user user user user user nyapres gagal tidak bodoh nama,user user user user user user nyapres gagal ga tolol tuh nama
Sebutan kampret itu terlalu kejam. Karena arti simbolisnya amat dalam. Untuk hal benderang ia tidur siang dengan kepala terbalik di bawah. Dan malah melek cari mangsa di gelap malam.',0,0,0,0,0,0,0,0,0,0,0,0,sebut kampret kejam simbolis benderang tidur siang kepala balik melek cari mangsa gelap malam,sebut kampret kejam simbolis benderang tidur siang kepala balik melek cari mangsa gelap malam
"USER USER Ya mungkin mbak mbak dan mas mas ini perlu kembali kebelakang, mengulas sejarah pancasila\nDan kenapa di negara ini dulu sudah terbentuk pancasila, tapi PKI masih ada. Berarti PKI berketuhanan dong?'",0,0,0,0,0,0,0,0,0,0,0,0,user user mbak mbak mas mas belakang ulas sejarah pancasila ndan negara bentuk pancasila pki pki tuhan,user user mbak mbak mas mas belakang ulas sejarah pancasila ndan negara bentuk pancasila pki pki tuhan
"USER Mari kita tonton, PKB (Partai Kebelet Banget) lawan PPP (Partai Pepet Presiden), siapa nyang jadi pemenangnya ?.",1,0,0,1,0,0,0,0,1,0,1,0,user mari tonton pkb partai kebelet lawan ppp partai pepet presiden nyang menang,user mari tonton pkb partai kebelet banget lawan ppp partai pepet presiden nyang menang
MashaAllah.. indahnya melihat kedua tokoh tersebut. ; ; Allahu Akbar,0,0,0,0,0,0,0,0,0,0,0,0,mashaallah indah tokoh allahu akbar,mashaallah indah tokoh allahu akbar
"Situs Sangiran, Jawa Tengah (luas 48km persegi), ditetapkan oleh UNESCO sebagai daftar Warisan Budaya Dunia, tahun 1996.",0,0,0,0,0,0,0,0,0,0,0,0,situs sangir jawa tengah luas persegi tetap unesco daftar waris budaya dunia tahun,situs sangir jawa tengah luas km persegi tetap unesco daftar waris budaya dunia tahun
USER Kabur? Pemain lu aja yang dongo.... Tribun kosong dipanjat.... Hahahaha \n... Ah payah dah.. Kontol2an.. Haha',1,1,0,1,0,0,0,1,0,0,1,0,user kabur main dongo tribun kosong panjat hahahaha ah payah kontol tertawa,user kabur main lu aja dongo tribun kosong panjat hahahaha ah payah dah kontol haha
"USER Ayah aku OKU, tangan kiri cacat. Alhamdulilah semua kerja dia boleh handle. Aku bersyukur dapat ayah yg istimewa.'",0,0,0,0,0,0,0,0,0,0,0,0,user ayah oku tangan kiri cacat alhamdulilah handle syukur ayah istimewa,user ayah oku tangan kiri cacat alhamdulilah handle syukur ayah yg istimewa
"... masih tergolong asing baginya.\n\nUntung saja, ia sudah meminta tolong kepada sesepuh di Pasar untuk menggambarkan sebuah peta sederhana sebagai panduan baginya untuk menelusuri lingkungan sekitar tanpa perlu takut untuk tersesat.\n\nNamun, mengingat",0,0,0,0,0,0,0,0,0,0,0,0,golong asing bagi nuntung tolong sepuh pasar gambar peta sederhana pandu bagi telusur lingkung tanpa takut sesat nnamun,golong asing bagi nuntung tolong sepuh pasar gambar peta sederhana pandu bagi telusur lingkung tanpa takut sesat nnamun
"USER USER Kang Aher berhasil KPS dg BIJB untk meningkatkan ekonomi Rakyat Jabar untk pembangunan generasi milenia nya, ini yg nyata",0,0,0,0,0,0,0,0,0,0,0,0,user user kang aher hasil kps bijb untk tingkat ekonomi rakyat jabar untk bangun generasi milenia,user user kang aher hasil kps dg bijb untk tingkat ekonomi rakyat jabar untk bangun generasi milenia yg
RT USER: ABG generasi micin udah hapal kalo gesekan kontol dimeki itu nikmat. URL,0,1,0,0,0,0,0,0,0,0,0,0,retweet user abg generasi micin hapal gesek kontol mek nikmat url,rt user abg generasi micin udah hapal kalo gesek kontol mek nikmat url
USER Sitip nih sitip',0,0,0,0,0,0,0,0,0,0,0,0,user sitip sitip,user sitip nih sitip
"knp gak minta sekalian LENGSERKAN Jokowi, biar sekalian kelihatan GOBLOKnya !!!",1,1,1,0,0,0,0,0,1,0,0,1,tidak lengser jokowi goblok,knp gak lengser jokowi biar goblok
USER Mahasiswa koplak...cuma modus..!!! Rakyat Indonesia 250 juta...bukan 25 orang...sontoloyo !!!',1,1,0,1,0,0,0,0,1,0,1,0,user mahasiswa koplak pura rakyat indonesia juta bukan sontoloyo,user mahasiswa koplak modus rakyat indonesia juta bukan sontoloyo
USER ((( TITIT TITIT BERHAMBURAN KELUAR )))',0,1,0,0,0,0,0,0,0,0,0,0,user titit titit hambur,user titit titit hambur
"USER Hyunjin mau kejar2an kayak film holiwud, sambil lempar bom.'",0,0,0,0,0,0,0,0,0,0,0,0,user hyunjin kejar film holiwud lempar bom,user hyunjin kejar kayak film holiwud lempar bom
"USER Lah kalo lesbi mana nganggep dirinya salah? apasalahnya cinta kan?\nMaap nih, aku normal, tapi gapernah nanggep yang lesbi/gay/bisex sbg ""kesalahan"" \xf0\x9f\x98\xad\xf0\x9f\x98\xad\nAku pgn hidup berdampingan sm org2 yang ""dipandang sebelah m",0,0,0,0,0,0,0,0,0,0,0,0,user lesbi nganggep salah apasalahnya cinta nmaap normal gapernah nanggep lesbi gay bisex salah xf xf xad xf xf xad naku pgn hidup damping pandang belah,user kalo lesbi nganggep salah apasalahnya cinta nmaap nih normal gapernah nanggep lesbi gay bisex sbg salah xf xf xad xf xf xad naku pgn hidup damping sm org pandang belah
RT USER: USER USER USER gimana dengan junjungan lu .. jam 1 bilang gebuk .. jam 1.15 jangan ada sweping PKI...,1,0,1,0,0,0,0,0,1,1,0,0,retweet user user user user junjung jam gebuk jam jangan sweping pki,rt user user user user gimana junjung lu jam bilang gebuk jam jangan sweping pki
"USER Pak USER walau Anda Muslim, sbgai MenAgama, Anda wajib jujur, jelaskan isi Alquran yg sebenarnya",0,0,0,0,0,0,0,0,0,0,0,0,user user muslim sbgai menagama wajib jujur isi alquran,user user muslim sbgai menagama wajib jujur isi alquran yg
Kang Sudrajat dan Pak Syaikhu didukung oleh Para Ulama Jawa Barat... Insyaallah jadi Gubernur Jabar 2019-2024..; #Sudrajatsyaikhu; #no3jabarasyik; #pilihanprabowountukjabar,0,0,0,0,0,0,0,0,0,0,0,0,kang sudrajat syaikhu dukung ulama jawa barat insyaallah gubernur jabar,kang sudrajat syaikhu dukung ulama jawa barat insyaallah gubernur jabar
USER Eh kau pki MiBand?? Hahahahaha dah tinggl dah zaman jam besi mira',0,0,0,0,0,0,0,0,0,0,0,0,user eh pki miband hahahahaha tinggl zaman jam besi mira,user eh kau pki miband hahahahaha dah tinggl dah zaman jam besi mira
"USER edan jauh2 dari pbg ke pwt hanya untuk ngeles:'''""",0,1,0,0,0,0,0,0,0,0,0,0,user gila pbg pwt ngeles,user edan pbg pwt ngeles
Ya kasian ni para cewe2 yg ga pernah nonton bokep jd ngeliat atlit buka baju aja langsung pada sange',0,1,0,0,0,0,0,0,0,0,0,0,kasi cewe tidak nonton bokep ngeliat atlit buka baju sange,kasi ni cewe yg ga nonton bokep jd ngeliat atlit buka baju aja sange
USER USER Ngentot apa enaknya crot di luar',0,1,0,0,0,0,0,0,0,0,0,0,user user ngentot enak crot,user user ngentot enak crot
USER Anggota DPR nya aja yg dipotong...',0,0,0,0,0,0,0,0,0,0,0,0,user anggota dpr potong,user anggota dpr aja yg potong
Yup... Negara ini sangat tak pantas dipimpin seorang yg tak faham mengelola Negara dgn benar lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,yup negara tidak pimpin tidak faham kelola negara lengser jokowi,yup negara tak pimpin yg tak faham kelola negara dgn lengser jokowi
Chadli cacat mala dembele yg diganti tp sama2 cacat sih \xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,chadli cacat mala dembele ganti cacat sih xf xf,chadli cacat mala dembele yg ganti tp cacat sih xf xf
KPK Periksa Gubernur dan Cawagub Sumut Ijeck Shah,0,0,0,0,0,0,0,0,0,0,0,0,kpk periksa gubernur cawagub sumut ijeck shah,kpk periksa gubernur cawagub sumut ijeck shah
RT USER: Ruhut: Jangan2 Prabowo pernah stroke\nFadhli Zon: Jangan2 Ruhut gila..... :) #ILCPrabowoMenyerang',0,1,0,0,0,0,0,0,0,0,0,0,retweet user ruhut jangan prabowo stroke nfadhli zon jangan ruhut gila,rt user ruhut jangan prabowo stroke nfadhli zon jangan ruhut gila
Wooyyy Njing!! ibumu pelacur ya pantesan kelakuan lu bejad! Dasar anak haram!! USER ckakakakak :D',1,1,0,1,0,0,0,1,0,0,1,0,wooyyy njing ibu lacur pantesan laku bejad dasar anak haram user ckakakakak,wooyyy njing ibu lacur pantesan laku lu bejad dasar anak haram user ckakakakak
ada bahan baru buat dibahas buat 5 tahun kedepan...bukan showtime doang bukan acara yg ada 3 makhluk kampret dan yg dihebohin fans duabelas sinting...',1,1,0,1,0,0,0,0,1,0,1,0,bahan bahas tahun depan bukan showtime bukan acara makhluk kampret dihebohin fans duabelas sinting,bahan bahas tahun depan bukan showtime doang bukan acara yg makhluk kampret yg dihebohin fans duabelas sinting
Buku Lawas&gt; Peranan Agama Dan Moral Dalam Pembangunan Masjarakat Dan Ekonomi Indonesia.; Sjafruddin Prawinegara. ; Th 1966; 32 Hal.Hrg 150.000. Minat?,0,0,0,0,0,0,0,0,0,0,0,0,buku lawas peran agama moral bangun masjarakat ekonomi indonesia sjafruddin prawinegara th hrg minat,buku lawas gt peran agama moral bangun masjarakat ekonomi indonesia sjafruddin prawinegara th hrg minat
Njinggg!! Bencong banyak gayya... pke block2 wa.',1,1,1,0,0,0,0,1,0,1,0,0,njinggg bencong gayya pakai block wa,njinggg bencong gayya pke block wa
"USER USER USER Itu adalah ceramah untuk kalangan internal Dan sy yakin setiap pemuka agama Akan mengkhutbahkan yg sama, sama kyk istilah kafir untuk non Muslim dlm agama Islam Dan domba tersesat dlm agama Kristen, klo dogma agama bs",0,0,0,0,0,0,0,0,0,0,0,0,user user user ceramah kalang internal muka agama mengkhutbahkan istilah kafir non muslim agama islam domba sesat agama kristen dogma agama,user user user ceramah kalang internal sy muka agama mengkhutbahkan yg kyk istilah kafir non muslim dlm agama islam domba sesat dlm agama kristen klo dogma agama bs
"Kata cewek ""Semua Lelaki itu brengsek"" Nah guys kalo lo brengsek berbanggalah, Brarti lo laki'",0,1,0,0,0,0,0,0,0,0,0,0,cewek lelaki brengsek guys brengsek bangga brarti laki,cewek lelaki brengsek guys kalo lo brengsek bangga brarti lo laki
"Provinsi Gorontalo dengan visi dan misi Gubernur menjadikan sektor perikanan dan kelautan sebagai salah satu program prioritas dalam peningkatan ekonomi kerakyatan, dimana pembangunan sektor perikanan dan kelautan diharapkan",0,0,0,0,0,0,0,0,0,0,0,0,provinsi gorontalo visi misi gubernur jadi sektor ikan laut salah program prioritas tingkat ekonomi rakyat di mana bangun sektor ikan laut harap,provinsi gorontalo visi misi gubernur jadi sektor ikan laut salah program prioritas tingkat ekonomi rakyat mana bangun sektor ikan laut harap
"RT USER: Tiap pulang mama selalu nanya ""mana pacarnya, suruh main kesini""\nYaelah ma, anakmu ini masih tergila-gila ama orang kuriahh\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,retweet user pulang mama nanya pacar suruh main kesini nyaelah ma anak gila gila kuriahh xe xa,rt user pulang mama nanya pacar suruh main kesini nyaelah ma anak gila gila ama kuriahh xe xa
USER ADAIN MAKANYA SAYA KAN MAU NYANYI DISTRICT9 SAMA JABLAY JUGA',0,1,0,0,0,0,0,0,0,0,0,0,user adain nyanyi district jablay,user adain nyanyi district jablay
Ya ampun adem banget nih ukhti fungsionaris USER ð??±ð??±ð??±.,0,0,0,0,0,0,0,0,0,0,0,0,ampun adem ukhti fungsionaris user,ampun adem banget nih ukhti fungsionaris user
"HEADLINE: Transaksi Tunai Dibatasi Maksimal Rp 100 Juta, Ekonomi Terganggu? -",0,0,0,0,0,0,0,0,0,0,0,0,headline transaksi tunai batas maksimal rp juta ekonomi ganggu,headline transaksi tunai batas maksimal rp juta ekonomi ganggu
"USER USER Freeport tdk bisa diganggu gugat, tanya rezim orba... Mereka yng bikin perjanjian abadi.'",0,0,0,0,0,0,0,0,0,0,0,0,user user freeport tidak ganggu gugat rezim orba yng janji abadi,user user freeport tdk ganggu gugat rezim orba yng bikin janji abadi
"x : Yg dimaksud RG bukan Al Quran; y : yakin? emang Al Quran bukan kitab suci?; x : yakinlah, dia ga maksud gitu; y : ahok juga ga bermaksud menista agama lho; x : WOY GA BISA LAH, BOHONG DIA, DASAR KAPIR...",1,1,1,0,1,0,0,0,0,1,0,0,rg bukan al quran al quran bukan kitab suci yakin tidak ahok tidak nista agama lho woy tidak bohong dasar kapir,yg rg bukan al quran emang al quran bukan kitab suci yakin ga gitu ahok ga nista agama lho woy ga bohong dasar kapir
Gubernur Indonesia.,0,0,0,0,0,0,0,0,0,0,0,0,gubernur indonesia,gubernur indonesia
RT USER: Besok kalau Prabowo nyapres lagi kalau masih teriak-teriak NKRI harga mati jangan dipercaya ya,1,0,1,0,0,0,0,0,1,1,0,0,retweet user besok prabowo nyapres teriak teriak nkri harga mati jangan percaya,rt user besok prabowo nyapres teriak teriak nkri harga mati jangan percaya
"USER USER Ogah presuden kacung... Siapapun orgnya, yg penting jg presiden kacung'",1,1,1,0,0,0,0,0,1,1,0,0,user user ogah presuden kacung orgnya presiden kacung,user user ogah presuden kacung orgnya yg jg presiden kacung
Kalau begini bagaimana rakyat gak curiga bahwa rezim sekarang anti-Islam pak... URL,1,0,1,0,1,0,0,0,0,1,0,0,rakyat tidak curiga rezim anti islam url,rakyat gak curiga rezim anti islam url
"USER USER USER USER USER USER USER USER USER USER USER USER USER Katanya rakyat hidup susah di rezim jokowi.. kok bisa ke Russia ?'""",0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user user user user user user user rakyat hidup susah rezim jokowi russia,user user user user user user user user user user user user user rakyat hidup susah rezim jokowi russia
Berak lu',1,1,1,0,0,0,0,0,1,1,0,0,berak,berak lu
"Ketika anda lihat setan jangan lah anda takut, siapa tau setan itu sedang mencari sodaranya, dan mungkin itu Anda \xcb\x98 \xe3\x83\xae\xcb\x98)/ *koplok* #ketik2'",0,1,0,0,0,0,0,0,0,0,0,0,setan jangan takut setan cari sodaranya xcb xe xae xcb koplok,setan jangan takut tau setan cari sodaranya xcb xe xae xcb koplok
USER USER sih uda pasti memakai rohingya untuk serang USER,1,0,1,0,0,0,0,0,1,1,0,0,user user sih uda pakai rohingya serang user,user user sih uda pakai rohingya serang user
"USER Iya emg kaya gitu sih.kadang umur segitu udah pada ngerokok dan orang tuanya itu b aja. Terus ya, kalau ngomong kaya gitu kaya ngomong biasa aja. Gua kan juga sering ngomong 'anjing, kntl' gitu disini tp kalau lg marah gitu :(""",0,1,0,0,0,0,0,0,0,0,0,0,user iya kaya sih kadang umur segitu ngerokok tua bicara kaya kaya bicara bicara anjing kontol marah,user iya emg kaya gitu sih kadang umur segitu udah ngerokok tua aja ngomong kaya gitu kaya ngomong aja gua ngomong anjing kntl gitu tp lg marah gitu
USER HAHAHAHA MAMPUS\n\nselamat bergalau ria',1,1,1,0,0,0,0,0,1,1,0,0,user hahahaha mampus nselamat galau ria,user hahahaha mampus nselamat galau ria
RT USER: USER Apa dia berani bilang isu saracen digoreng tuk serang lawan-lawan jokowi??,1,0,1,0,0,0,0,0,1,1,0,0,retweet user user berani isu saracen goreng tuk serang lawan lawan jokowi,rt user user berani bilang isu saracen goreng tuk serang lawan lawan jokowi
Kampungan ya pendukung AHY https:\/\/t.co\/GmezpOYLsY,1,1,0,1,0,0,0,0,1,0,1,0,kampung dukung ahy,kampung dukung ahy
"""USER: Warga Semarang Prihatin Kontroversi Puisi Gus Mus",0,0,0,0,0,0,0,0,0,0,0,0,user warga semarang prihatin kontroversi puisi gus mus,user warga semarang prihatin kontroversi puisi gus mus
model seksi sini ngentot di dm sama gua pref detail fr : Bule',0,1,0,0,0,0,0,0,0,0,0,0,model seksi ngentot pesan pref detail fr bule,model seksi ngentot dm gua pref detail fr bule
"Persetan dengan bocah kntl yg so kerad kecewa sekolah ganti nama \xf0\x9f\x98\x92\xf0\x9f\x98\x92 so pemes lu tong,biar apa coba.\n\nSekola lu kerjaannya cuma Pacaran,tidur sama jajan aja so so an bilang harga diri \xf0\x9f\x98\x92'",1,1,1,0,0,0,0,1,0,1,0,0,persetan bocah kontol so rad kecewa sekolah ganti nama xf xf xf xf so mes tong coba nsekola kerja pacar tidur jajan so so an harga xf xf,persetan bocah kntl yg so rad kecewa sekolah ganti nama xf xf xf xf so mes lu tong biar coba nsekola lu kerja pacar tidur jajan aja so so an bilang harga xf xf
USER Layak di Bubarkan mari kita buat Referendum Rakyat utk bubarkan DPR.,1,0,0,1,0,0,0,0,1,0,0,1,user layak bubar mari referendum rakyat bubar dpr,user layak bubar mari referendum rakyat utk bubar dpr
USER Setan.... Perusak diet',0,1,0,0,0,0,0,0,0,0,0,0,user setan usak diet,user setan usak diet
USER USER kalo USER gak laporin USER sekalian brarti fix klo satu gerbong... ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0,user user user tidak laporin user brarti fix gerbong,user user kalo user gak laporin user brarti fix klo gerbong
USER Gausa diingetin dong kampret luh :(((',0,1,0,0,0,0,0,0,0,0,0,0,user gausa diingetin kampret luh,user gausa diingetin kampret luh
Terima Keputusan Presiden Kalau PKI Muncul GEBUK!!!,1,0,0,1,0,1,0,0,0,0,1,0,terima putus presiden pki muncul gebuk,terima putus presiden pki muncul gebuk
"Minggu pertama digitasi\nMinggu kedua rektifikasi, updating pbb, layouting pbb\nMenyenangkan sekali kp disini\nBisa belajar mapinfo, globalmapper, arcgis sama autocad dimana saya cacat di apps tersebut'",0,0,0,0,0,0,0,0,0,0,0,0,minggu digitasi nminggu rektifikasi updating pbb layouting pbb nmenyenangkan kp nbisa ajar mapinfo globalmapper arcgis autocad di mana cacat apps,minggu digitasi nminggu rektifikasi updating pbb layouting pbb nmenyenangkan kp nbisa ajar mapinfo globalmapper arcgis autocad mana cacat apps
USER haduh gimana mata gue yang sipit banget padahal im not a chinese myself:(( haduh sabar ya adekku',0,0,0,0,0,0,0,0,0,0,0,0,user haduh sipit im not chinese myself haduh sabar adekku,user haduh gimana gue sipit banget im not chinese myself haduh sabar adekku
Terima kasih pak gubernur atas pujiannya,0,0,0,0,0,0,0,0,0,0,0,0,terima gubernur puji,terima kasih gubernur puji
"USER ISLAM pake huruf gede semua. Wow.\nTenang kami tidak buta mata, tidak buta hati dan tidak hilang nurani.\nKau boleh memilih semaumu.\nJadi aku pun boleh memilih semauku.\nAdilkan? Kecuali kau tidak mengerti makna keadilan.'",0,0,0,0,0,0,0,0,0,0,0,0,user islam pakai huruf gede wow ntenang tidak buta tidak buta hati tidak hilang nurani nkau pilih mau njadi pilih mau nadilkan kecuali tidak erti makna adil,user islam pake huruf gede wow ntenang tidak buta tidak buta hati tidak hilang nurani nkau pilih mau njadi pilih mau nadilkan kecuali kau tidak erti makna adil
indonesia palsu = tanah pelacuran,1,1,0,1,0,0,0,1,0,0,1,0,indonesia palsu tanah lacur,indonesia palsu tanah lacur
USER USER Emang menurut kamu team 1 gak pake usaha? di produce semua orang mulai dari 0 sampe akhirnya bisa ke titik tertinggi disana. Team 2 emang bisa perform lancar tanpa cacat tp diliat darimanapun team 1 lebih bagus dan pantes buat men,0,0,0,0,0,0,0,0,0,0,0,0,user user team tidak pakai usaha produce titik tinggi sana team perform lancar tanpa cacat darimanapun team bagus pantes men,user user emang team gak pake usaha produce sampe titik tinggi sana team emang perform lancar tanpa cacat tp liat darimanapun team bagus pantes men
"Presiden Jongos..slalu nunggu aba"" tuan Cina nya..apalagi yg dibantai Muslim bukan Cina Kafir.!",1,1,1,0,1,1,0,0,0,1,0,0,presiden jongos slalu nunggu aba tuan cina bantai muslim bukan cina kafir,presiden jongos slalu nunggu aba tuan cina yg bantai muslim bukan cina kafir
"USER Para bani kampretzz otak micin byk bertanya om bud.. knapa pemerintah mesti keluar duit untuk freeport, kan dah mau habis kontrak-nya..? Mungkin om bud bisa membantu..?'",1,1,0,1,0,0,0,0,1,0,1,0,user bani kampretzz otak micin om bud knapa perintah mesti duit freeport habis kontrak om bud bantu,user bani kampretzz otak micin byk om bud knapa perintah mesti duit freeport dah habis kontrak om bud bantu
"Nih gw lengkapin dengan videonya..!!!; ; ""kitab suci itu adalah fiksi"" USER ; ; PENISTA AGAMA itu bernama USER",1,0,1,0,1,0,0,0,0,1,0,0,lengkapin video kitab suci fiksi user nista agama nama user,nih gw lengkapin video kitab suci fiksi user nista agama nama user
dan gus dur bersikap sebagai seorang pemimpin muslim yang ramah idealis namun mencintai perbedaan pluralisme keren,0,0,0,0,0,0,0,0,0,0,0,0,gus dur sikap pimpin muslim ramah idealis cinta beda pluralisme keren,gus dur sikap pimpin muslim ramah idealis cinta beda pluralisme keren
Mantap ð???ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0,bagus,mantap
Semua salah jokowi. Hanya di rezim jahat diktator otoriter komunis kafir zalim inilah membuat opm sampai mulai... URL,1,0,1,0,1,1,0,0,0,1,0,0,salah jokowi rezim jahat diktator otoriter komunis kafir zalim opm url,salah jokowi rezim jahat diktator otoriter komunis kafir zalim opm url
Komunis keren!',0,0,0,0,0,0,0,0,0,0,0,0,komunis keren,komunis keren
USER USER Untung presidennya bapak Jokowi !! ; Mungkin kalau bukan beliau pasti nih bandara sudah mangkrak di tengah jalan. ; Terimakasih bapak presiden ð???ð???; Salam 2 priode,0,0,0,0,0,0,0,0,0,0,0,0,user user untung presiden jokowi bukan beliau bandara mangkrak tengah jalan terimakasih presiden priode,user user untung presiden jokowi bukan beliau nih bandara mangkrak tengah jalan terimakasih presiden priode
Kanit Binmas Ipda Mt. Hutasoit melaks Sambang dan menyampaikan pesan2 kamtibmas ttg pilgub dan pilkada 2018 kpd Karyawan BRI Ranting Muara DAMENRA SIHITE dkk di Desa Hutanagodang Kec. Muara Kab. Tap. Utara.,0,0,0,0,0,0,0,0,0,0,0,0,kanit binmas ipda mt hutasoit melaks sambang pesan kamtibmas pilgub pilkada karyawan bri ranting muara damenra sihite kawan kawan desa hutanagodang kec muara kab tap utara,kanit binmas ipda mt hutasoit melaks sambang pesan kamtibmas ttg pilgub pilkada kpd karyawan bri ranting muara damenra sihite dkk desa hutanagodang kec muara kab tap utara
"Meski banyak isu yg menerpa seperti feminisme, rasialisme, dan bahkan LGBT kaya' di film Mulan, Frozen dan remake live action Beauty and The Beast, tetep salah satu kekuatan film animasi Disney pd lagu2nya yg bisa bikin penonton ikut sing along. Menyenan",0,0,0,0,0,0,0,0,0,0,0,0,isu terpa feminisme rasialisme lgbt kaya film mulan frozen remake live action beauty and the beast tetep salah kuat film animasi disney lagu tonton sing along sen,isu yg terpa feminisme rasialisme lgbt kaya film mulan frozen remake live action beauty and the beast tetep salah kuat film animasi disney pd lagu yg bikin tonton sing along sen
"USER Syarwan Hamid Marah Besar!!; ; ""Sy menilai Presiden &amp; jajarannya berpotensi jd Pengkhianat Bangsa!; Terkutuklah kalian jk kelak trjd petaka pd Negri ini!""; ; USER; USER; USER; USER; USER; USER; ;",1,0,0,1,0,0,0,0,1,0,0,1,user syarwan hamid marah nilai presiden jajar potensi khianat bangsa kutuk canda kelak trjd petaka negri user user user user user user,user syarwan hamid marah sy nilai presiden amp jajar potensi jd khianat bangsa kutuk jk kelak trjd petaka pd negri user user user user user user
"USER USER Rezim plonga plongo kacung china,uda plonga plongo dungu lgi hahahah'",1,1,1,0,0,1,0,0,0,1,0,0,user user rezim plonga plongo kacung china uda plonga plongo bodoh lgi hahahah,user user rezim plonga plongo kacung china uda plonga plongo dungu lgi hahahah
Bom Diiah\xe2\x9d\xa4',0,0,0,0,0,0,0,0,0,0,0,0,bom diiah xe xd xa,bom diiah xe xd xa
"USER USER Yaudah nanti kita jalan berdua, sipit tinggalin aja'",0,0,0,0,0,0,0,0,0,0,0,0,user user yaudah jalan dua sipit tinggalin,user user yaudah jalan dua sipit tinggalin aja
Gubernur yang membuat bangga bangsa Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,gubernur bangga bangsa indonesia,gubernur bangga bangsa indonesia
I added a video to a USER playlist,0,0,0,0,0,0,0,0,0,0,0,0,added video to user playlist,added video to user playlist
bangkai wkwks ini tuh kayak abis putus trs terngiang2 dulu tuh yg mandiin kucing dia.. eeeeeee bae2',0,1,0,0,0,0,0,0,0,0,0,0,bangkai wkwks abis putus trs ngiang mandiin kucing eeeeeee bae,bangkai wkwks tuh kayak abis putus trs ngiang tuh yg mandiin kucing eeeeeee bae
"USER hahaha.... bikin yg nonton pada ikutan sarap, kyak dadan klo udah main2 gitar...'",0,1,0,0,0,0,0,0,0,0,0,0,user hahaha nonton ikut gila kyak dad main gitar,user hahaha bikin yg nonton ikut sarap kyak dad klo udah main gitar
Jokowi anti islam akn diusung lawan-lawan politik... buzzer dari rezim,1,0,1,0,1,0,0,0,0,1,0,0,jokowi anti islam akn usung lawan lawan politik buzzer rezim,jokowi anti islam akn usung lawan lawan politik buzzer rezim
"USER Barometernya sudah terang di Pilkada DKI"" petahana -+60% N pada akhirnya Tumbang di Kotak pemilih"" dan hasilnya dapat Gubernur yang akan membawa Rahmat bagi semua.ð???",0,0,0,0,0,0,0,0,0,0,0,0,user barometer terang pilkada dki tahana tumbang kotak pilih hasil gubernur bawa rahmat,user barometer terang pilkada dki tahana tumbang kotak pilih hasil gubernur bawa rahmat
Semakin lama semakin terdedah \xe2\x80\x9cluka\xe2\x80\x9d dan \xe2\x80\x9ccacat\xe2\x80\x9d aku',0,0,0,0,0,0,0,0,0,0,0,0,dedah xe xcluka xe xd xe xccacat xe xd,dedah xe xcluka xe xd xe xccacat xe xd
RT USER USER USER Lagi pada ngeles om Anies Sandi,1,0,1,0,0,0,0,0,1,1,0,0,retweet user user user ngeles om anies sandi,rt user user user ngeles om anies sandi
"Allah SWT tak paham toleransi hrs DIBUANG USER Ingin Belajar Toleransi & Keindonesiaan, Gabung SabangMerauke 2016",1,1,0,1,1,0,0,0,0,0,0,1,allah swt tidak paham toleransi buang user ajar toleransi indonesia gabung sabangmerauke,allah swt tak paham toleransi hrs buang user ajar toleransi indonesia gabung sabangmerauke
"Jangan sedih kalo pas makan siang liat ""sendok aja ada pasangannya, garpu"". Taplak gak ada pasangannya kok, sama dia aja.'",0,0,0,0,0,0,0,0,0,0,0,0,jangan sedih makan siang sendok pasang garpu taplak tidak pasang,jangan sedih kalo pas makan siang liat sendok aja pasang garpu taplak gak pasang aja
RT USER: USER Boleh banget. Rezim ini memang anti-islam dan anti-ulama. Ini buktinya. URL,1,0,0,1,1,0,0,0,0,0,1,0,retweet user user rezim anti islam anti ulama bukti url,rt user user banget rezim anti islam anti ulama bukti url
USER USER USER cupu loe bawa2 squad',1,1,1,0,0,0,0,0,1,1,0,0,user user user cupu bawa squad,user user user cupu loe bawa squad
"Setuju... Usir aja keturunan arab, india, cina termasuk ente zul. URL",1,0,0,1,0,1,0,0,0,0,0,1,tuju usir turun arab india cina ente zul url,tuju usir aja turun arab india cina ente zul url
